"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"14468",30.99,"Male","57.97","1.56",161.19,124.16,49.96,1.79,2095.91,"Strength",24.0919185787749,2.7,5.01,3,23.82,3,-0.01,309.38,124.02,82.77,1731,"Other","Snack","Keto",43.86,1583.99,199.6,500.25,"Roasted",14.06,117.06,2.58,"Rows",5.01,22.94,"Strengthens lower abs",357.56,"Upper Chest, Triceps","Wall","Advanced","Abs","Lats","Fat grip dumbbell curl",23.8206771860618,2478.53,0.499295953649946,2.13938243919269,0.667086217747011,0.770271108629568,-364.91,44.0039147998842,1280.0648,1.02987950855469e+20,"High"
"14469",21.8,"Male","58.02","1.72",172.79,127.87,62.93,1,721.2,"Yoga",19.6923460191567,1.59,3.01,2,19.61,4,0.01,164.12,65.91,44.37,1710,"Other","Dinner","Low-Carb",8.06,1096.5,97.13,125.95,"Fried",57.27,79.41,1.21,"Glute Bridges",4.03,23.05,"Strengthens back and improves posture",334.37,"Calves","Bench or Step","Advanced","Arms","Wrist Flexors","Dumbbell rows",19.6119524067063,1319.45,0.497540641934139,1.13598759048604,0.591115965774622,0.740031251808554,988.8,46.5945008396853,668.74,59555158551659880458,"Low"
"14470",45.68,"Male","95.34","1.82",163.82,120.08,69.01,1.47,1584.95,"Strength",28.1602905275571,3.2,2.99,1,28.78,2,0.03,196.76,79.33,52.95,2427,"Other","Snack","Balanced",15.22,1458.86,117.67,431.01,"Boiled",22.65,82,2.78,"Prone Cobras",4,24.01,"Builds back strength",344.14,"Core, Obliques","Dumbbells or Barbell","Intermediate","Forearms","Triceps","Cable crossovers",28.7827557058326,1580.91,0.497839851730965,0.832074680092301,0.538656259888197,0.732999633744354,842.05,68.4919790110271,1011.7716,75349182526942855178,"Medium"
"14471",31.06,"Female","87.05","1.69",185.14,130.15,65.17,1.71,2449.06,"HIIT",28.0401740554206,3.48,3.99,3,30.48,3.01,4.02,291.13,116.37,77.98,2636,"Other","Breakfast","Vegetarian",29.39,1929.29,62.06,149.65,"Boiled",11.26,10.41,1.87,"Incline Push-ups",5,17.94,"Improves hip power and cardiovascular fitness",344.31,"Lower Abs","Bench, Barbell","Advanced","Shoulders","Wrist Flexors","Decline dumbbell flyes",30.4786246980148,2331.82,0.499403899100273,1.33681792073521,0.541635408852213,0.702981527492708,186.94,62.6410284847564,1177.5402,75653743732101545984,"Medium"
"14472",32.97,"Male","73.73","1.76",191.91,144.88,65.98,1.16,1531.2,"HIIT",26.1602130400623,1.49,4.02,2,23.8,4,0.02,178.69,71.77,47.83,1988,"Other","Lunch","Low-Carb",39.65,787.15,7.42,155.58,"Grilled",34.75,71.57,1.29,"Rows",3.99,23.97,"Targets abdominal muscles",370.92,"Core","Box or Platform","Beginner","Abs","Wrist Flexors","Donkey kicks",23.802298553719,1432.31,0.499026048830211,0.973416519734165,0.626538553164456,0.754937210150591,456.8,54.4420749255621,860.5344,1.38973937362003e+20,"Very High"
"14473",56.3,"Male","64.05","1.69",190.29,136.96,61.2,1.99,1551.01,"Yoga",19.8171148980362,2.71,5.02,2,22.43,3,0.06,308.58,122.16,82.14,1847,"Other","Breakfast","Paleo",48.54,438.05,12.05,246.4,"Grilled",12.04,68.02,1.48,"Leg Press",3.99,23.9,"Builds unilateral leg strength",331.04,"Quadriceps, Hamstrings, Glutes","Kettlebell","Advanced","Shoulders","Posterior","Romanian deadlifts",22.4256853751619,2462.22,0.501303701537637,1.90725995316159,0.586877372375862,0.71974354931946,295.99,51.3571379078078,1317.5392,54880520918673850378,"Low"
"14474",28.21,"Male","101.37","1.84",169.21,136.4,64.08,1.08,1306.8,"HIIT",31.5676060114531,2.7,3.01,1,29.94,3,0.02,214.65,84.91,57,2616,"Other","Snack","Keto",29.64,1121.74,211.71,112.79,"Grilled",35.25,67.93,4.98,"Dips",2.99,19.89,"Builds unilateral leg strength",190.42,"Upper Chest, Triceps","Cable Machine or Resistance Band","Advanced","Arms","Lats","Bent-over lateral raises",29.9415170132325,1711.24,0.501741427269115,0.837624543750616,0.68791020641111,0.806098930323267,1309.2,69.36991778619,411.3072,602479716529555200,"Low"
"14475",22,"Male","95.93","1.63",179.9,162.09,61.83,1.35,1298.16,"Cardio",35,2.42,3.99,2,36.11,3.01,0.01,272,108.63,72.1,2553,"Other","Lunch","Vegan",18.28,100.99,177,215.97,"Steamed",44.4,83.29,4.32,"Leg Raises",3.99,24.08,"Improves coordination and cardiovascular health",351.66,"Obliques, Core","Cable Machine or Resistance Band","Intermediate","Arms","Upper","Leg raises",36.1059881817155,2171.42,0.50105460942609,1.13238819972897,0.84915727957991,0.901000555864369,1254.84,62.3545,949.482,89900091677976264704,"High"
"14476",52,"Female","65.73","1.52",187.67,138.58,52.82,1.28,1380.1,"Strength",29.3374970791045,2.31,4,1,28.45,2.99,0.01,239.82,96.51,63.65,1801,"Other","Breakfast","Keto",34.64,288.74,149.55,320.39,"Baked",12.05,45.29,1.29,"Squats",5,22.03,"Improves shoulder mobility and posture",337.72,"Back, Biceps","Cable Machine or Resistance Band","Advanced","Forearms","Lateral","Military press",28.4496191135734,1918.17,0.50010165939411,1.46827932450936,0.63596588802373,0.738423829061651,420.9,46.4464631699046,864.5632,64607040286759591936,"Medium"
"14477",55.95,"Male","54.77","1.92",180.9,136.06,61.8,0.67,443,"Yoga",18.8152628783362,3.21,3,1,14.86,2,-0.01,206.97,82.09,54.84,1499,"Other","Breakfast","Keto",6.32,833.98,35.98,402.53,"Roasted",52.94,117.68,3.58,"Box Jumps",4.99,19.96,"Strengthens shoulders",331.9,"Lower Abs","None or Dumbbell","Advanced","Abs","Upper","Skull crushers",14.8573133680556,1649.8,0.501806279549036,1.49881321891546,0.623509655751469,0.752128247650636,1056,44.4648805215352,444.746,56055815998988615680,"Low"
"14478",53.79,"Male","94.39","1.95",176.94,137.65,49.93,0.89,782.49,"Cardio",24.580757373867,3.52,3,1,24.82,3,0.01,162.82,64.94,43.23,2483,"Other","Dinner","Vegetarian",49.74,1524.03,151.12,440.64,"Grilled",53.78,44.63,4.44,"Windshield Wipers",4,19,"Builds back strength",369,"Full Core","Pull-up Bar","Intermediate","Back","Upper","Preacher curls",24.8231426692965,1300.11,0.500942227965326,0.687996609810361,0.690654279190615,0.777947326777439,1700.51,71.1882231148069,656.82,1.33204845584478e+20,"Very High"
"14479",38.88,"Male","105.61","1.99",199.11,132.64,70.92,0.8,969.76,"HIIT",26.6573475675489,2.5,2.03,1,26.67,4,0,184.42,73.87,49.13,2646,"Other","Snack","Vegan",35.91,451.89,93.91,308.01,"Grilled",48.25,38.93,4.33,"Rows",5,24.99,"Strengthens back and legs",349.98,"Quadriceps, Glutes","Parallel Bars or Chair","Intermediate","Shoulders","Middle","Cable crossovers",26.6685184717558,1475.33,0.500010167216826,0.699460278382729,0.481472813792027,0.666164431721159,1676.24,77.4571752339116,559.968,86451383682012364800,"High"
"14480",23.23,"Male","117.14","1.79",178.11,126.62,69.08,1,1079.1,"Strength",34.2515846046012,3.39,4.03,1,36.56,1.99,1.04,292.47,117.45,78.03,3137,"Other","Breakfast","Keto",0.41,1447.29,171.02,135.38,"Grilled",12.9,90.42,3,"Dragon Flags",5,16.92,"Improves balance and leg strength",348.36,"Back, Biceps","Low Bar or TRX","Advanced","Abs","Lateral","Leg extensions",36.5594082581692,2341.95,0.499532440914623,1.0026464060099,0.527744657433734,0.710908988827129,2057.9,77.0176937941702,696.72,83236401459271729152,"Medium"
"14481",31.77,"Female","65.58","1.62",186.29,127.89,63.05,0.58,701.8,"HIIT",25.4417972353222,3.4,2,1,24.99,2,2,242.58,97.85,65.26,1630,"Other","Breakfast","Vegetarian",41.58,1941.86,43.79,223.78,"Roasted",42.39,87.29,2.79,"Resistance Band Pull-Aparts",3.99,22.92,"Targets biceps and forearms",344.75,"Core, Shoulders, Legs","Resistance Band or Cable Machine","Advanced","Arms","Wrist Extensors","Hyperextensions",24.9885688157293,1949.06,0.497839984402738,1.49207075327844,0.52612788055826,0.68651027967148,928.2,48.8952693730757,399.91,76447044027850276864,"Medium"
"14482",39.26,"Male","61.36","1.65",161.82,166.48,62.86,0.91,900.9,"Strength",21.0056278320206,1.7,2.97,1,22.54,3.01,0,226.37,90.42,60.23,1708,"Other","Breakfast","Keto",38.31,1678.42,206.4,360.47,"Raw",10.81,81.9,4.2,"Lunges",5.02,24.97,"Strengthens back and legs",328.89,"Calves","Cable Machine or Resistance Band","Beginner","Legs","Wrist Extensors","Towel pull-up",22.5381083562902,1809.23,0.500478103944772,1.47359843546284,1.04708973322555,1.02879742924237,807.1,48.4709467622722,598.5798,52036419447620100096,"Low"
"14483",20,"Male","128.81","1.92",167.09,144.76,56.81,0.64,422.78,"Yoga",30.8103522391522,2,2,1,34.94,3.01,0.02,203.13,81.91,54.4,3194,"Other","Lunch","Paleo",4.44,1231.86,5.87,442.93,"Fried",26.09,83.01,4.8,"Glute Bridges",4,21.08,"Strengthens lower body",344.26,"Rear Deltoids, Upper Back","Resistance Band or Cable Machine","Intermediate","Chest","Posterior","Bent-over rows",34.9419487847222,1629.76,0.498551934027096,0.635897834019098,0.797515415306493,0.866359447004608,2771.22,89.1231852807481,440.6528,75564054920486731776,"Medium"
"14484",18,"Female","118.93","1.64",187.93,133.96,66.98,0.94,1135.33,"HIIT",35,2.69,2.98,1,44.22,3.97,0,204.61,81.05,54.26,3047,"Other","Breakfast","Vegetarian",36.41,1850.45,199.62,247.65,"Roasted",9.96,27.1,3,"Dips",4.99,24.86,"Targets lower abs",376.65,"Legs, Core","Bench or Sturdy Surface","Intermediate","Forearms","Quads","Seated calf raises",44.2184711481261,1630.98,0.501808728494525,0.681493315395611,0.5537825547747,0.712818602671207,1911.67,77.3045,708.102,1.57516398066991e+20,"Very High"
"14485",34.35,"Female","92.21","1.76",174.89,142.85,72.96,0.73,722.7,"Strength",30.5273542573854,3.49,2.97,1,29.77,4.02,-0.02,168.69,66.21,44.4,2517,"Other","Snack","Keto",27.18,2394.43,32.43,162.64,"Fried",8.61,117.76,1.51,"Squats",4.99,21.07,"Builds explosive upper body power",358.01,"Quadriceps","Wall","Intermediate","Forearms","Lats","Fat grip dumbbell curl",29.7682076446281,1339.2,0.503853046594982,0.718034920290641,0.685666633964485,0.816799130882269,1794.3,64.060726639265,522.6946,1.04051532327722e+20,"High"
"14486",19,"Female","82.58","1.96",173.98,168.56,62.04,1.89,1964.09,"Cardio",24.4581401203886,3.51,5,2,21.5,2.99,0.01,180.08,72.29,48.03,2462,"Other","Breakfast","Paleo",30.35,80.81,214.31,241.59,"Steamed",9.76,116.52,2.87,"Burpees",4,24.04,"Builds lower body power and endurance",355.93,"Glutes, Hamstrings","Box or Platform","Intermediate","Back","Lower Chest","Plate pinch",21.4962515618492,1441.75,0.499615051153112,0.87539355776217,0.951581204216545,0.968846993907346,497.91,62.3824678885831,1345.4154,99214882078013849600,"High"
"14487",53.73,"Male","67.53","1.54",181.84,140.2,49.9,0.72,870.41,"HIIT",33.4583487490905,1.49,2.97,1,28.47,4,3.99,388.83,155.87,103.47,1920,"Other","Lunch","Paleo",8.33,274.61,123.51,490.48,"Steamed",53.99,26.14,1.24,"Bicep Curls",4,23.02,"Improves posture and strengthens upper back",343.58,"Upper Back, Rear Deltoids","Bench or Step","Advanced","Legs","Wrist Flexors","Seated calf raises",28.4744476302918,3110.03,0.500098069793539,2.30815933659114,0.684402000909504,0.771007479102508,1049.59,44.9355770897392,494.7552,74353521163661541376,"Medium"
"14488",41.32,"Female","61.8","1.64",166.11,131.08,68.05,1.93,2259.84,"Strength",22.0338760020081,2.7,4.02,3,22.98,2,0,217.98,87.62,57.97,1627,"Other","Snack","Paleo",16.9,1095.75,152.15,268.07,"Baked",21.05,76.87,4.47,"Bicycle Crunches",4.98,24.99,"Builds calf muscles",351.86,"Shoulders, Triceps","Bench or Step","Intermediate","Forearms","Anterior","Wrist curl",22.9773944080904,1744.13,0.49991686399523,1.41779935275081,0.642769732816643,0.789115646258503,-632.84,48.183064630759,1358.1796,9.0318589126875e+19,"High"
"14489",46.1,"Female","59.38","1.7",179.76,154.86,53.19,1.52,2175.27,"HIIT",23.4163277328207,2.7,3.97,3,20.55,2,0.01,209.3,84.01,56.45,1754,"Other","Dinner","Balanced",4.04,2313.8,215.14,310,"Steamed",39.72,82.56,1.21,"Bulgarian Split Squats",5.01,16.86,"Strengthens core and improves mobility",353.96,"Calves","Bench or Sturdy Surface","Intermediate","Legs","Triceps","Seated calf raises",20.5467128027682,1681.29,0.497950978117993,1.41478612327383,0.803270917278976,0.861481975967957,-421.27,45.4753845922511,1076.0384,94817171419337785344,"High"
"14490",28.96,"Female","87.55","1.93",186.03,142.65,66.05,1.89,2704.78,"HIIT",22.3616600521358,3.51,4.98,3,23.5,2.99,2.99,385.4,154.59,102.67,2569,"Other","Lunch","Vegetarian",0.5,1777.62,165.89,253.56,"Raw",26.86,98.74,3.6,"Dead Bugs",4.01,22.15,"Strengthens lower abs",373.83,"Shoulders, Triceps","Wall","Beginner","Shoulders","Quads","Leg press",23.5039866842063,3083.99,0.499871919169647,1.76573386636208,0.638439739956659,0.766811804547654,-135.78,67.9723666243551,1413.0774,1.48136012009713e+20,"Very High"
"14491",51.51,"Male","62.96","1.62",168.27,149.51,54.97,1.29,1393.2,"Strength",27.8094112474199,2.31,4.02,2,23.99,3.98,0.98,194.31,78.04,51.56,1607,"Other","Lunch","Vegan",20.06,1308.82,50.82,497.15,"Fried",32.15,50.28,1.4,"Renegade Rows",4.01,21,"Builds explosive upper body power",361.3,"Upper Back, Rear Deltoids","Bench or Sturdy Surface","Beginner","Forearms","Wrist Extensors","Towel pull-up",23.9902453894223,1553.44,0.500334740961994,1.23951715374841,0.834421888790821,0.888512509657099,213.8,45.4511946786244,932.154,1.12124931847306e+20,"Very High"
"14492",40.31,"Male","72.02","1.6",173.21,130.03,67.08,0.87,573.68,"Yoga",34.6761554716093,1.9,2.99,1,28.13,3.98,0.02,178.57,71.62,48.24,1931,"Other","Breakfast","Paleo",42.97,760.18,126.24,425.27,"Baked",43.25,101.62,1.62,"Tricep Extensions",4.01,18.05,"Activates and strengthens glutes",357.42,"Full Core","Wall","Beginner","Abs","Middle","Decline dumbbell flyes",28.1328125,1434.92,0.497783848576924,0.994445987225771,0.593140488080656,0.750707233993418,1357.32,47.046232829347,621.9108,1.02659011346644e+20,"High"
"14493",21.79,"Male","62.38","1.84",160.97,140,64.95,0.51,503.98,"Strength",20.0511272117507,2.29,3.01,1,18.43,3.02,-0.02,211.54,84.1,56.32,1838,"Other","Lunch","Low-Carb",17.31,75.08,37.05,487.07,"Boiled",54.75,20.03,4.43,"Plyometric Push-ups",4.02,19.88,"Improves core rotation strength",355.31,"Core, Shoulders, Hips","Bench or Chair","Intermediate","Forearms","Lower","Military press",18.4250945179584,1689.44,0.500852353442561,1.34818852196217,0.78160799833368,0.869727278374852,1334.02,49.8721068453099,362.4162,97811915974713180160,"High"
"14494",24.38,"Female","40.65","1.64",168.07,167.62,54.96,0.99,979.21,"Strength",16.9584956077294,1.9,1.97,1,15.11,3,1.96,346.62,138.69,92.47,1094,"Other","Breakfast","Keto",20.1,2132.38,88.14,449.26,"Baked",44.94,53.49,2.44,"Incline Push-ups",5.01,16.04,"Strengthens shoulders",361.51,"Biceps, Forearms","Pull-up Bar","Intermediate","Forearms","Triceps","Decline dumbbell press",15.1137715645449,2773.47,0.49990805741544,3.41180811808118,0.996021571921139,0.997322544178021,114.79,33.756371535458,715.7898,1.12658428360668e+20,"Very High"
"14495",41.54,"Male","66.28","1.69",187.03,143.42,68.12,0.75,740.48,"Strength",25.8217024042603,3.4,2.03,1,23.21,3,0.03,209.79,82.74,55.76,1674,"Other","Snack","Vegan",8.88,921.72,150.48,339.63,"Raw",37.1,112.37,4.9,"Squats",5,22.08,"Improves shoulder mobility and posture",350.77,"Core, Shoulders, Legs","Dumbbells","Beginner","Legs","Middle","Seated calf raises",23.206470361682,1671.96,0.501901959377019,1.24834037417019,0.633252039357497,0.766828850986473,933.52,49.1653756464563,526.155,88058350512678633472,"High"
"14496",33.58,"Female","92.07","1.76",174.66,143.38,72.78,0.7,462,"Yoga",30.5767169145583,3.49,2.99,1,29.72,3.99,0,166.69,67.18,45.01,2186,"Other","Breakfast","Paleo",27.47,2373.65,32.97,163.34,"Raw",9.14,116.03,1.5,"Step-ups",5,21,"Strengthens shoulders",358.42,"Core, Lower Back","None or Dumbbells","Advanced","Forearms","Wrist Extensors","Hyperextensions",29.7230113636364,1340.57,0.497370521494588,0.729662213533181,0.69297212406753,0.820909195007443,1724,63.9180167367661,501.788,1.05028956102156e+20,"High"
"14497",48.16,"Male","128.9","1.61",192.71,167.22,62.1,1.05,1383.69,"HIIT",35,2.9,3.99,1,49.73,3,1.02,270.47,107.81,72.58,3564,"Other","Snack","Low-Carb",29.43,971.67,0.75,115.48,"Baked",48.48,65.87,2.97,"Scissors Kicks",4.99,23.98,"Targets lower chest",375.76,"Upper Back, Rear Deltoids","Bench, Barbell","Beginner","Arms","Middle","Decline dumbbell flyes",49.7280197523244,2166.34,0.499404525605399,0.836384794414275,0.804838833167445,0.867728711535468,2180.31,83.785,789.096,1.54501161445869e+20,"Very High"
"14498",21.1,"Female","93.15","1.73",185.48,145.71,71.89,0.99,871.99,"Cardio",33.1044505679326,3.58,1.99,1,31.12,3.02,0.02,257.19,102.79,68.32,2533,"Other","Snack","Keto",23.68,2027.57,56.46,324.04,"Baked",18.05,118.64,3.7,"Bulgarian Split Squats",3.99,24.02,"Isolates and strengthens triceps",365.26,"Glutes, Hamstrings, Core","Step or Box","Intermediate","Back","Wrist Extensors","Leg raises",31.1236593270741,2054.8,0.500661864901694,1.10348899624262,0.649881151509816,0.785583351304723,1661.01,62.3132042959708,723.2148,1.22567805831977e+20,"Very High"
"14499",18.12,"Male","92.09","1.74",195.13,167.74,49.83,1.41,1240.8,"Cardio",30.7484754363042,3.1,2,1,30.42,2.98,0.01,283.45,112.82,74.82,2311,"Other","Dinner","Vegetarian",12.52,1630.53,285.85,156.13,"Boiled",59.87,106.95,2.37,"Zottman Curls",5.01,18.09,"Improves lower back strength",347.79,"Triceps, Chest","Resistance Band or Cable Machine","Intermediate","Legs","Lower Chest","Standing calf raises",30.4168318139781,2258.46,0.502023502740806,1.22510587468781,0.811493461803166,0.859632040178343,1070.2,63.7737289707075,980.7678,82130436750438940672,"Medium"
"14500",54.25,"Male","77.82","1.9",174.12,145.8,72.13,0.81,714.1,"Cardio",23.8166206379261,3.71,2,1,21.56,4,3.98,388.68,154.96,103.05,2202,"Other","Lunch","Balanced",38.65,1360.27,145.69,439.66,"Boiled",22.27,67.67,3.5,"Frog Jumps",4.97,18.04,"Builds unilateral leg strength and balance",365.21,"Quadriceps, Glutes","Resistance Band or Cable Machine","Advanced","Back","Wrist Flexors","Dumbbell flyes",21.5567867036011,3102.01,0.501197610581526,1.99126188640452,0.722325718207668,0.837353549276361,1487.9,59.2859058195659,591.6402,1.22430807003036e+20,"Very High"
"14501",27.73,"Female","54.92","1.79",191.81,159.36,66.93,1.99,2847.89,"HIIT",19.2807058326234,2.67,4.96,3,17.14,3.01,3.97,374.32,149.21,99.23,1588,"Other","Snack","Paleo",35.95,2048.5,170.2,479.58,"Steamed",18.06,18.78,3.86,"Bicep Curls",4.01,23.99,"Builds calf muscles",366.18,"Chest, Triceps","Kettlebell","Advanced","Abs","Middle","Standing calf raises",17.1405386848101,2987.19,0.501233600808787,2.71686088856519,0.740150544522742,0.830822167770189,-1259.89,44.3310363567232,1457.3964,1.25112720072439e+20,"Very High"
"14502",24.9,"Female","57.46","1.58",187.35,144.55,52.15,1.36,1468.8,"Strength",26.6766664014241,2.2,2.99,2,23.02,3.01,0.01,221.52,88.85,58.95,1491,"Other","Lunch","Vegan",6.36,314.56,216.18,212.14,"Raw",10.46,97.84,3.04,"Wall Angels",5,15.12,"Strengthens triceps and chest",366.67,"Calves","Resistance Band","Beginner","Chest","Triceps","Incline dumbbell press",23.0171446883512,1772.03,0.500036681094564,1.54629307344239,0.683431952662722,0.771550573792367,22.2,42.1315874857417,997.3424,1.26487003781509e+20,"Very High"
"14503",35.67,"Male","68.96","1.65",165.5,126.12,65.06,1.23,1083.38,"Cardio",27.9101344937438,2.71,3.01,1,25.33,1.99,-0.01,256.5,102.54,68.36,1918,"Other","Breakfast","Low-Carb",10.84,103.64,35.35,444.81,"Grilled",50.81,36.78,1.6,"Burpees",4,14.95,"Builds back strength",340.4,"Shoulders","Low Bar or TRX","Advanced","Chest","Anterior","Hammer curl",25.3296602387511,2051.4,0.500146241591109,1.48694895591647,0.607925129430506,0.762054380664653,834.62,49.7131712531143,837.384,68915565150894186496,"Medium"
"14504",27.93,"Male","109.81","1.79",182.82,120.38,67.97,1.32,1425.6,"Strength",35,2.11,3.99,2,34.27,2.02,1.04,222.33,88.7,59.57,2876,"Other","Dinner","Vegetarian",20.44,588.14,76.74,164.81,"Grilled",20.76,104.47,3.25,"Prone Cobras",4,15.94,"Improves unilateral leg strength and balance",373.47,"Full Core","Low Bar or TRX","Intermediate","Abs","Wrist Flexors","Skull crushers",34.2717143659686,1780.25,0.499547816317933,0.807758856206174,0.456334349151067,0.658461875068373,1450.4,71.3765,985.9608,1.46974556886274e+20,"Very High"
"14505",59.16,"Male","96.73","1.71",183.2,149.93,61.81,0.58,701.8,"HIIT",32.2107207157582,2.92,3,1,33.08,2.02,0.98,274.77,109.65,73.99,2575,"Other","Breakfast","Keto",45.09,1699.9,55.06,468.1,"Baked",6.34,43.72,2.62,"Thrusters",5,15.97,"Targets upper chest",366.88,"Rear Deltoids, Upper Back","Pull-up Bar","Advanced","Legs","Lower Chest","Bird dog",33.0802640128587,2203.59,0.498767919622071,1.13356766256591,0.725924705494687,0.81839519650655,1873.2,65.5725698516471,425.5808,1.2708002770362e+20,"Very High"
"14506",56.01,"Female","125.46","1.86",197,128.89,64.26,1,1317.8,"HIIT",35,2.2,3.04,1,36.26,3,0,299.13,120.42,79.94,3305,"Other","Snack","Keto",39.47,1288.77,250.98,311.28,"Baked",47.66,15.17,2.94,"Dragon Flags",4.01,14.97,"Combines lower body and upper body strength",364.84,"Legs, Shoulders, Core","Box or Platform","Intermediate","Forearms","Posterior","Standing calf raises",36.264308012487,2397.66,0.49903656064663,0.959827833572453,0.486891667922254,0.654263959390863,1987.2,81.549,729.68,1.21421186974952e+20,"Very High"
"14507",39.47,"Female","72.33","1.6",173.38,129.9,66.9,0.87,766.3,"Cardio",29.189347401512,1.9,2.99,1,28.25,4,0.02,180.42,71.32,48.2,2060,"Other","Dinner","Vegetarian",42.91,736.35,127.68,422.99,"Baked",43.67,100.82,1.63,"Squats",4,17.99,"Improves core stability and balance",358.32,"Legs, Core","Dumbbells","Beginner","Forearms","Lower","Overhead triceps extensions",28.25390625,1440.76,0.500902301563064,0.986036222867413,0.591660405709993,0.749221363479063,1293.7,51.2173450244863,623.4768,1.04789819827134e+20,"High"
"14508",34.3,"Female","76.37","1.6",193.31,129.84,50.97,0.64,563.71,"Cardio",28.9660939436455,2.69,2.03,1,29.83,3,-0.02,298.36,119.07,79.76,2189,"Other","Snack","Vegetarian",5.74,2259.13,15.45,167.7,"Boiled",23.74,11.79,2.88,"Seated Rows",3.98,24.01,"Targets abdominal muscles",363.5,"Shoulders","Resistance Band","Advanced","Chest","Wrist Extensors","Barbell curls",29.83203125,2387.56,0.499857595201796,1.55912007332722,0.554095826893354,0.671667270187781,1625.29,54.2485940552379,465.28,1.17825625076236e+20,"Very High"
"14509",25.92,"Female","76.55","1.79",177.19,155.57,72.97,1.17,1543.11,"HIIT",23.8080032859829,2.71,2.98,1,23.89,2,0.02,195.84,78.32,51.88,1790,"Other","Dinner","Keto",24.49,1009.5,3.36,352.73,"Steamed",22.33,37.13,3.8,"Incline Push-ups",5.02,20.06,"Activates and strengthens glutes",339.59,"Core, Obliques","Box or Platform","Beginner","Arms","Anterior","Barbell hip thrusts",23.8912643175931,1563.56,0.501010514466986,1.02312214239059,0.792554212243331,0.877984084880637,246.89,58.3249734845801,794.6406,67587531351570907136,"Medium"
"14510",46.05,"Male","60.41","1.71",181.19,152.85,61.06,1.69,1758.95,"Cardio",19.9522339090435,2.71,3.98,3,20.66,1.98,0.01,176.73,71.32,47.71,1702,"Other","Dinner","Vegan",43.59,2484.43,107.86,146.57,"Fried",11.53,83.21,3.52,"Decline Push-ups",5.01,16.92,"Strengthens lower abs and hip flexors",338.25,"Legs, Shoulders, Core","Step or Box","Advanced","Legs","Grip Strength","Bent-over rows",20.659348175507,1421.59,0.497274178912345,1.18059923853667,0.764088903687672,0.84358960207517,-56.95,48.3568554955468,1143.285,65439824613601132544,"Medium"
"14511",45.55,"Male","73.52","1.74",180.94,152.22,49.93,1.18,1129.97,"Cardio",28.0847596199825,2.3,3.97,1,24.28,3,0.01,250.34,101,67.54,1946,"Other","Lunch","Balanced",38.3,953.03,274.59,198.44,"Roasted",46.15,36.31,3.58,"Thrusters",4.01,21.02,"Targets biceps and forearms",339.47,"Core, Obliques","Box or Platform","Beginner","Chest","Lateral","Preacher curls",24.2832606685163,2013.22,0.497392237311372,1.37377584330794,0.780780093122662,0.841273350281861,816.03,52.8720847273888,801.1492,67392708954109501440,"Medium"
"14512",23.99,"Female","40.12","1.64",168.11,168.33,54.92,1,660,"Yoga",18.6149839427899,1.89,1.99,1,14.92,3,2.01,347.84,138.55,92.9,1225,"Other","Dinner","Balanced",20.16,2165.7,90.61,448.72,"Roasted",44.81,54.98,2.37,"Superman",5,16.11,"Targets obliques and improves core rotation",360.1,"Quadriceps","Bench or Chair","Advanced","Back","Triceps","Leg raises",14.9167162403331,2781.66,0.500190533710087,3.45338983050847,1.0019436345967,1.00130866694426,565,32.6516684421527,720.2,1.09118714823681e+20,"High"
"14513",43.48,"Male","48.48","1.61",190,126.85,69.11,1.28,1269.5,"Strength",21.8145458121157,2.41,2.02,1,18.7,2.99,-0.01,285.19,113.35,75.82,1282,"Other","Snack","Low-Carb",35.09,1951.45,105.7,419.24,"Raw",17.83,25.28,1.49,"Scissors Kicks",4,15.88,"Improves shoulder health and posture",327.09,"Lower Chest, Triceps","Wall","Intermediate","Shoulders","Anterior","Standing calf raises",18.7029821380348,2276.54,0.501093765099669,2.33807755775578,0.477624286541484,0.667631578947368,12.5,37.9043081902863,837.3504,49755681470724489216,"Low"
"14514",32.41,"Male","83.9","1.74",195.1,127.01,62.92,1.45,1273.68,"Cardio",27.4617252754513,2.07,3.01,1,27.71,3.03,-0.02,184.47,73.54,48.71,2154,"Other","Breakfast","Low-Carb",38.65,871.09,27.89,383.45,"Grilled",17.76,15.75,2.92,"Scissors Kicks",3.99,18.97,"Strengthens shoulders",362.17,"Shoulders, Triceps","Cable Machine","Intermediate","Chest","Wrist Extensors","Preacher curls",27.7117188532171,1470.43,0.501812395013704,0.876519666269368,0.484869117869572,0.650999487442337,880.32,60.8596124938963,1050.293,1.14349668687824e+20,"Very High"
